,Model,Precision,Recall,F1-Score,Accuracy,Method,System_Prompt,Query_Template,Examples_Method,Temperature
1776,LLAMA3.2_1B,0.4292,0.4492,0.434,0.4611,few-shot,1,1,2,1.0
1777,LLAMA3.2_3B,0.5311,0.4436,0.4332,0.5584,zero-shot,2,1,,1.0
1778,GEMMA2-2B,0.5289,0.6131,0.4331,0.4629,many-shot,2,1,1,0.2
1779,GEMMA2-2B,0.5237,0.6087,0.4328,0.4613,many-shot,2,1,1,0.5
1780,LLAMA3.1,0.5405,0.4514,0.4326,0.576,zero-shot,3,1,,0.5
1781,PHI3.5_MINI,0.4478,0.5058,0.4308,0.5766,one-shot,3,1,1,0.5
1782,LLAMA3.2_1B,0.5274,0.4327,0.4304,0.576,many-shot,1,1,2,0.2
1783,GEMMA2-2B,0.5274,0.6116,0.4301,0.4613,many-shot,2,1,1,0.0
1784,PHI3.5_MINI,0.449,0.5056,0.43,0.5755,one-shot,3,1,1,0.2
1785,PHI3.5_MINI,0.4476,0.5044,0.4292,0.5744,one-shot,3,1,1,0.0
1786,PHI3_MEDIUM,0.4294,0.4354,0.429,0.6325,many-shot,3,1,2,0.5
1787,PHI3.5_MINI,0.4467,0.5031,0.4282,0.5728,one-shot,3,1,1,1.0
1788,PHI3.5_MINI,0.4851,0.4536,0.4265,0.6244,zero-shot,3,1,,0.5
1789,LLAMA3.1,0.4265,0.4433,0.4264,0.5669,many-shot,3,1,1,0.0
1790,PHI3.5_MINI,0.4855,0.4513,0.4249,0.6239,zero-shot,3,1,,0.2
1791,LLAMA3.2_3B,0.4997,0.397,0.4246,0.6163,many-shot,3,1,2,1.0
1792,LLAMA3.2_1B,0.4426,0.4135,0.4245,0.4505,one-shot,2,1,1,0.0
1793,LLAMA3.2_1B,0.5214,0.4278,0.4242,0.5755,many-shot,1,1,2,0.0
1794,GEMMA2-2B,0.5391,0.6246,0.4242,0.4481,few-shot,1,1,1,0.0
1795,GEMMA2-2B,0.547,0.6234,0.4237,0.4481,few-shot,1,1,1,0.5
1796,PHI3.5_MINI,0.4833,0.4502,0.4232,0.6217,zero-shot,3,1,,0.0
1797,LLAMA3.1,0.4234,0.4391,0.4229,0.5605,many-shot,3,1,1,0.2
1798,GEMMA2-2B,0.5329,0.6239,0.4229,0.4471,few-shot,1,1,1,0.2
1799,LLAMA3.2_1B,0.4733,0.4215,0.421,0.5588,many-shot,1,1,2,0.5
1800,LLAMA3.2_1B,0.4714,0.5183,0.4192,0.4256,one-shot,3,2,2,0.2
1801,MISTRAL_NEMO,0.5329,0.4003,0.4191,0.6674,one-shot,3,1,2,1.0
1802,GEMMA2-2B,0.5182,0.6138,0.4188,0.4406,few-shot,1,1,1,1.0
1803,LLAMA3.2_1B,0.432,0.4088,0.4186,0.4376,one-shot,2,1,1,0.2
1804,GEMMA2-2B,0.5291,0.6144,0.4173,0.4492,few-shot,2,1,1,1.0
1805,LLAMA3.1,0.4173,0.4334,0.417,0.5524,many-shot,3,1,1,0.5
1806,LLAMA3.2_1B,0.4365,0.4146,0.4161,0.5246,many-shot,1,1,2,1.0
1807,LLAMA3.2_1B,0.4748,0.5353,0.416,0.4224,one-shot,3,2,2,0.0
1808,PHI3_MEDIUM,0.4172,0.4229,0.4154,0.5991,many-shot,3,1,2,1.0
1809,GEMMA2-2B,0.5384,0.6199,0.4122,0.4487,few-shot,2,1,1,0.0
1810,GEMMA2-2B,0.5361,0.6191,0.4107,0.4481,few-shot,2,1,1,0.2
1811,LLAMA3,0.5142,0.3775,0.4064,0.4438,few-shot,3,1,2,0.2
1812,GEMMA2-2B,0.5026,0.6094,0.4044,0.4406,few-shot,2,1,1,0.5
1813,LLAMA3,0.5106,0.3756,0.4037,0.439,few-shot,3,1,2,0.0
1814,LLAMA3.2_1B,0.4932,0.5473,0.4032,0.4113,few-shot,3,2,2,0.5
1815,LLAMA3.2_1B,0.508,0.5638,0.4028,0.4134,few-shot,3,2,2,0.0
1816,GEMMA2-2B,0.4184,0.4763,0.4022,0.5363,few-shot,3,1,2,1.0
1817,LLAMA3.2_1B,0.5044,0.5603,0.4018,0.4129,few-shot,3,2,2,0.2
1818,LLAMA3,0.5112,0.3687,0.4002,0.4326,few-shot,3,1,2,0.5
1819,LLAMA3.2_1B,0.4808,0.5354,0.3994,0.4062,few-shot,3,2,2,1.0
1820,LLAMA3.1,0.3981,0.4145,0.3981,0.5298,many-shot,3,1,1,1.0
1821,PHI3_MEDIUM,0.4013,0.4035,0.3927,0.5674,few-shot,3,1,2,1.0
1822,LLAMA3.2_1B,0.4721,0.5606,0.3914,0.4043,few-shot,2,2,2,0.2
1823,LLAMA3,0.5058,0.3535,0.3911,0.4164,few-shot,3,1,2,1.0
1824,LLAMA3.2_1B,0.4522,0.3963,0.3892,0.5102,zero-shot,2,1,,0.2
1825,LLAMA3.2_1B,0.3879,0.3867,0.3866,0.4126,one-shot,2,1,1,0.5
1826,LLAMA3.2_1B,0.3839,0.3865,0.3851,0.4413,zero-shot,2,1,,1.0
1827,LLAMA3.2_1B,0.4272,0.4762,0.385,0.3907,one-shot,3,2,2,0.5
1828,LLAMA3.2_1B,0.4174,0.4539,0.3831,0.389,one-shot,3,2,2,1.0
1829,LLAMA3.2_1B,0.4712,0.3959,0.3831,0.5207,zero-shot,2,1,,0.0
1830,LLAMA3.2_1B,0.4614,0.549,0.3823,0.3946,few-shot,2,2,2,0.0
1831,LLAMA3.2_1B,0.4515,0.473,0.3777,0.3908,many-shot,3,2,1,0.2
1832,LLAMA3.2_1B,0.4656,0.466,0.3765,0.4087,many-shot,3,2,1,0.0
1833,LLAMA3.2_1B,0.3776,0.3874,0.3746,0.4521,few-shot,2,1,1,1.0
1834,LLAMA3.2_1B,0.3682,0.3989,0.373,0.3964,many-shot,2,1,1,0.2
1835,LLAMA3.2_1B,0.4835,0.5708,0.3717,0.4052,many-shot,3,2,2,0.2
1836,LLAMA3.2_1B,0.5023,0.5748,0.3714,0.4068,many-shot,3,2,2,0.0
1837,LLAMA3.2_1B,0.4485,0.4124,0.3706,0.5398,few-shot,2,1,1,0.0
1838,LLAMA3.2_1B,0.3961,0.4268,0.3705,0.3817,few-shot,1,1,1,1.0
1839,LLAMA3.2_1B,0.442,0.5168,0.3703,0.3778,few-shot,2,2,2,0.5
1840,LLAMA3.2_1B,0.366,0.3913,0.3703,0.3932,many-shot,2,1,1,0.5
1841,LLAMA3.2_1B,0.3649,0.3998,0.3691,0.3931,many-shot,2,1,1,0.0
1842,LLAMA3.2_1B,0.4901,0.5766,0.3666,0.4081,many-shot,2,2,2,0.0
1843,LLAMA3.2_1B,0.4772,0.5467,0.3642,0.3955,many-shot,3,2,2,0.5
1844,LLAMA3.2_1B,0.4374,0.4024,0.3637,0.5299,few-shot,2,1,1,0.2
1845,LLAMA3.2_1B,0.3834,0.3632,0.3631,0.4663,zero-shot,2,1,,0.5
1846,GEMMA2-2B,0.3861,0.453,0.363,0.4901,many-shot,3,1,1,1.0
1847,LLAMA3.2_1B,0.4167,0.48,0.3623,0.36,few-shot,3,2,1,0.2
1848,LLAMA3.2_1B,0.4289,0.4738,0.3604,0.3691,few-shot,1,1,1,0.2
1849,LLAMA3.2_3B,0.5027,0.3644,0.3595,0.5991,few-shot,3,1,2,0.5
1850,GEMMA2-2B,0.3935,0.4576,0.3594,0.4852,few-shot,3,1,1,1.0
1851,LLAMA3.2_1B,0.3988,0.3857,0.359,0.5019,few-shot,2,1,1,0.5
1852,LLAMA3.2_1B,0.4851,0.5546,0.359,0.3785,few-shot,1,2,2,0.0
1853,LLAMA3.2_3B,0.4762,0.3626,0.359,0.5825,few-shot,3,1,2,1.0
1854,LLAMA3.2_1B,0.4819,0.5574,0.358,0.3973,many-shot,2,2,2,0.2
1855,LLAMA3.2_1B,0.4657,0.524,0.3574,0.3704,few-shot,1,2,2,1.0
1856,LLAMA3.2_1B,0.3975,0.4531,0.3572,0.3624,few-shot,1,1,1,0.5
1857,LLAMA3.2_1B,0.4352,0.5173,0.357,0.3794,many-shot,3,2,2,1.0
1858,LLAMA3.2_1B,0.4797,0.5453,0.357,0.3763,few-shot,1,2,2,0.2
1859,LLAMA3.2_1B,0.3967,0.3624,0.3563,0.4909,few-shot,2,1,2,1.0
1860,LLAMA3.2_1B,0.3572,0.3661,0.3561,0.3873,one-shot,2,1,1,1.0
1861,LLAMA3.2_1B,0.4182,0.4782,0.3553,0.3615,few-shot,2,2,2,1.0
1862,LLAMA3.2_3B,0.51,0.36,0.3545,0.6013,few-shot,3,1,2,0.2
1863,LLAMA3.2_1B,0.3544,0.3727,0.354,0.381,many-shot,2,1,1,1.0
1864,LLAMA3.2_1B,0.4691,0.5394,0.3539,0.3708,few-shot,1,2,2,0.5
1865,LLAMA3.2_1B,0.4852,0.5764,0.3537,0.4027,many-shot,1,2,2,0.0
1866,LLAMA3.2_1B,0.4444,0.4084,0.3527,0.3571,few-shot,3,2,1,0.0
1867,LLAMA3.2_1B,0.4135,0.3713,0.3513,0.5135,many-shot,2,1,2,1.0
1868,GEMMA2-2B,0.3864,0.4522,0.3494,0.4734,few-shot,3,1,1,0.2
1869,GEMMA2-2B,0.3865,0.451,0.3492,0.4745,few-shot,3,1,1,0.0
1870,GEMMA2-2B,0.3875,0.4499,0.3487,0.4734,few-shot,3,1,1,0.5
1871,LLAMA3.2_3B,0.5094,0.3552,0.3486,0.5986,few-shot,3,1,2,0.0
1872,LLAMA3.2_1B,0.4799,0.5669,0.3477,0.3962,many-shot,1,2,2,0.2
1873,LLAMA3.2_1B,0.4448,0.5336,0.3465,0.3835,many-shot,2,2,2,0.5
1874,LLAMA3.2_1B,0.4234,0.4664,0.346,0.3594,few-shot,1,1,1,0.0
1875,LLAMA3.2_3B,0.4589,0.3474,0.3426,0.5959,zero-shot,3,1,,0.5
1876,LLAMA3.2_1B,0.4794,0.5418,0.3399,0.3778,one-shot,2,2,2,0.0
1877,PHI3.5_MINI,0.3664,0.4164,0.3369,0.4412,many-shot,3,1,1,1.0
1878,LLAMA3.2_1B,0.4709,0.545,0.3368,0.3842,many-shot,1,2,2,0.5
1879,LLAMA3.2_1B,0.3391,0.3439,0.3358,0.4933,few-shot,3,1,2,0.5
1880,LLAMA3.2_1B,0.3403,0.3431,0.3357,0.4965,few-shot,3,1,2,0.0
1881,LLAMA3.2_1B,0.3394,0.3426,0.335,0.4933,few-shot,3,1,2,0.2
1882,PHI3.5_MINI,0.3653,0.4136,0.3347,0.4385,many-shot,3,1,1,0.0
1883,LLAMA3.2_3B,0.4859,0.3396,0.3339,0.6013,zero-shot,3,1,,0.0
1884,LLAMA3.2_3B,0.406,0.3407,0.3298,0.5578,zero-shot,3,1,,1.0
1885,LLAMA3.2_1B,0.3677,0.4179,0.3293,0.3392,few-shot,3,2,1,0.5
1886,LLAMA3.2_1B,0.5244,0.5355,0.3289,0.3514,one-shot,1,2,2,0.0
1887,LLAMA3.2_1B,0.4807,0.5161,0.3289,0.3638,one-shot,2,2,2,0.2
1888,LLAMA3.2_1B,0.3933,0.3412,0.3286,0.5363,many-shot,3,1,2,0.2
1889,LLAMA3.2_1B,0.3856,0.3446,0.3271,0.5443,many-shot,3,1,2,0.0
1890,LLAMA3.2_3B,0.4717,0.3345,0.3267,0.5954,zero-shot,3,1,,0.2
1891,LLAMA3.2_1B,0.377,0.3644,0.3263,0.3976,one-shot,3,1,2,1.0
1892,LLAMA3.2_1B,0.3603,0.3348,0.3242,0.5293,many-shot,3,1,2,0.5
1893,LLAMA3.2_1B,0.4702,0.368,0.3239,0.5336,many-shot,2,1,2,0.5
1894,LLAMA3.2_1B,0.355,0.3675,0.3232,0.3455,one-shot,1,1,2,1.0
1895,LLAMA3.2_1B,0.363,0.3786,0.3195,0.332,many-shot,3,2,1,0.5
1896,LLAMA3.2_1B,0.3827,0.3879,0.3193,0.3546,one-shot,1,1,2,0.5
1897,LLAMA3.2_1B,0.4094,0.3457,0.3189,0.4997,few-shot,2,1,2,0.5
1898,LLAMA3.2_1B,0.3903,0.4604,0.3181,0.3407,many-shot,2,2,2,1.0
1899,LLAMA3.2_1B,0.3254,0.3207,0.3178,0.3955,one-shot,2,1,2,1.0
1900,LLAMA3.2_1B,0.5006,0.5142,0.3163,0.338,one-shot,1,2,2,0.2
1901,LLAMA3.1,0.3737,0.33,0.3155,0.5497,zero-shot,3,1,,1.0
1902,LLAMA3.2_1B,0.3171,0.322,0.3145,0.46,few-shot,3,1,2,1.0
1903,LLAMA3.1,0.413,0.3302,0.3141,0.575,zero-shot,3,1,,0.0
1904,LLAMA3.2_1B,0.4187,0.4574,0.3139,0.3353,one-shot,2,2,2,0.5
1905,LLAMA3.1,0.4122,0.3306,0.3139,0.5733,zero-shot,3,1,,0.2
1906,LLAMA3.2_1B,0.3456,0.312,0.3123,0.4772,many-shot,3,1,2,1.0
1907,LLAMA3.2_1B,0.3681,0.3705,0.3112,0.3121,one-shot,1,2,1,1.0
1908,LLAMA3.2_1B,0.3328,0.3184,0.311,0.4068,one-shot,2,1,2,0.5
1909,LLAMA3.2_1B,0.3552,0.3507,0.3097,0.3581,one-shot,3,2,1,1.0
1910,LLAMA3.2_1B,0.3834,0.4066,0.309,0.3197,one-shot,2,2,2,1.0
1911,LLAMA3.2_1B,0.3366,0.3571,0.3066,0.3715,zero-shot,3,2,,1.0
1912,LLAMA3.2_1B,0.4111,0.4888,0.3064,0.3459,many-shot,1,2,2,1.0
1913,LLAMA3.2_1B,0.3354,0.3518,0.3061,0.3154,many-shot,3,2,1,1.0
1914,LLAMA3.2_1B,0.3634,0.5037,0.304,0.3326,one-shot,1,1,1,0.0
1915,LLAMA3.2_1B,0.4116,0.348,0.3038,0.5148,few-shot,2,1,2,0.2
1916,LLAMA3.2_1B,0.43,0.3523,0.3038,0.5234,few-shot,2,1,2,0.0
1917,LLAMA3.2_1B,0.3274,0.3487,0.3038,0.413,zero-shot,2,2,,1.0
1918,LLAMA3.2_1B,0.4167,0.3964,0.3028,0.3509,one-shot,1,1,2,0.0
1919,LLAMA3.2_1B,0.3502,0.3172,0.3026,0.4272,one-shot,2,1,2,0.2
1920,LLAMA3.2_1B,0.3669,0.3812,0.3017,0.3052,one-shot,2,2,1,1.0
1921,LLAMA3.2_1B,0.357,0.3869,0.3011,0.3003,many-shot,1,1,1,1.0
1922,LLAMA3.2_1B,0.4064,0.41,0.3002,0.2935,many-shot,1,1,1,0.5
1923,LLAMA3.2_1B,0.3536,0.3545,0.2996,0.3108,zero-shot,1,2,,1.0
1924,LLAMA3.2_1B,0.3649,0.4924,0.2992,0.3271,one-shot,1,1,1,0.2
1925,LLAMA3.2_1B,0.3981,0.4192,0.2987,0.3363,one-shot,3,2,1,0.5
1926,LLAMA3.2_1B,0.3878,0.3727,0.298,0.3236,zero-shot,1,2,,0.5
1927,LLAMA3.2_1B,0.391,0.3829,0.297,0.3439,one-shot,1,1,2,0.2
1928,LLAMA3.2_1B,0.3692,0.3119,0.2969,0.4288,one-shot,2,1,2,0.0
1929,LLAMA3.2_1B,0.3759,0.3765,0.2949,0.3834,zero-shot,3,2,,0.5
1930,LLAMA3.2_1B,0.4529,0.4796,0.2919,0.3138,one-shot,1,2,2,0.5
1931,LLAMA3.2_1B,0.3933,0.3579,0.291,0.3896,one-shot,3,1,2,0.5
1932,LLAMA3.2_1B,0.3887,0.4015,0.2883,0.3043,one-shot,2,2,1,0.5
1933,LLAMA3.2_1B,0.3591,0.3567,0.2867,0.2847,one-shot,1,2,1,0.5
1934,LLAMA3.2_1B,0.4986,0.3542,0.283,0.5379,many-shot,2,1,2,0.0
1935,LLAMA3.2_1B,0.361,0.4051,0.2824,0.2966,one-shot,1,1,1,1.0
1936,LLAMA3.2_1B,0.4375,0.4506,0.2824,0.2998,one-shot,1,2,2,1.0
1937,LLAMA3.2_1B,0.4806,0.3499,0.2811,0.533,many-shot,2,1,2,0.2
1938,LLAMA3.2_1B,0.3475,0.4375,0.28,0.3094,one-shot,1,1,1,0.5
1939,LLAMA3.2_1B,0.2853,0.277,0.2796,0.4449,zero-shot,3,1,,0.0
1940,LLAMA3.2_1B,0.346,0.3329,0.2786,0.4217,zero-shot,2,2,,0.5
1941,LLAMA3.2_1B,0.2811,0.2756,0.2778,0.4379,zero-shot,3,1,,0.2
1942,LLAMA3.2_1B,0.2982,0.3127,0.2766,0.2941,few-shot,3,2,1,1.0
1943,LLAMA3.2_1B,0.207,0.4404,0.2752,0.3201,one-shot,2,2,1,0.0
1944,LLAMA3.2_1B,0.2156,0.3904,0.2738,0.3595,zero-shot,3,2,,0.0
1945,LLAMA3.2_1B,0.4037,0.3926,0.2725,0.2634,many-shot,1,1,1,0.2
1946,LLAMA3.2_1B,0.391,0.3318,0.2695,0.4457,zero-shot,2,2,,0.2
1947,LLAMA3.2_1B,0.2156,0.3689,0.2682,0.367,zero-shot,3,2,,0.2
1948,LLAMA3.2_1B,0.4136,0.4146,0.2679,0.3046,one-shot,2,2,1,0.2
1949,LLAMA3.2_1B,0.2679,0.2654,0.2663,0.4164,zero-shot,3,1,,0.5
1950,LLAMA3.2_1B,0.5741,0.4009,0.2642,0.35,few-shot,2,2,1,0.0
1951,LLAMA3.2_1B,0.5528,0.3252,0.2624,0.4566,zero-shot,2,2,,0.0
1952,LLAMA3.2_1B,0.4012,0.3915,0.2622,0.2543,many-shot,1,1,1,0.0
1953,LLAMA3.2_1B,0.3648,0.3904,0.2621,0.2968,few-shot,2,2,1,1.0
1954,LLAMA3.2_1B,0.5423,0.4025,0.2618,0.3427,few-shot,2,2,1,0.2
1955,LLAMA3.2_1B,0.4011,0.4049,0.2617,0.3196,few-shot,2,2,1,0.5
1956,LLAMA3.2_1B,0.3694,0.3597,0.2614,0.2549,one-shot,1,2,1,0.2
1957,LLAMA3.2_1B,0.3585,0.344,0.2611,0.314,zero-shot,1,1,,1.0
1958,LLAMA3.2_1B,0.548,0.3575,0.2572,0.3821,one-shot,3,1,2,0.2
1959,LLAMA3.2_1B,0.1899,0.4081,0.2528,0.2917,few-shot,1,2,1,0.0
1960,LLAMA3.2_1B,0.3327,0.3251,0.251,0.2717,many-shot,1,2,1,1.0
1961,LLAMA3.2_1B,0.2575,0.2517,0.2504,0.3778,zero-shot,3,1,,1.0
1962,LLAMA3.2_1B,0.3768,0.3682,0.2497,0.2427,one-shot,1,2,1,0.0
1963,LLAMA3.2_1B,0.4272,0.3739,0.2486,0.2946,zero-shot,1,2,,0.2
1964,LLAMA3.2_1B,0.5514,0.3577,0.2485,0.3772,one-shot,3,1,2,0.0
1965,LLAMA3.2_1B,0.3323,0.3941,0.2476,0.2737,few-shot,1,2,1,0.5
1966,LLAMA3.2_1B,0.348,0.3557,0.2475,0.2586,few-shot,1,2,1,1.0
1967,LLAMA3.2_1B,0.3427,0.335,0.2419,0.2654,many-shot,2,2,1,1.0
1968,LLAMA3.2_1B,0.3496,0.3908,0.2414,0.2747,few-shot,1,2,1,0.2
1969,LLAMA3.2_1B,0.3647,0.3425,0.235,0.2935,many-shot,1,2,1,0.5
1970,LLAMA3.2_1B,0.2637,0.2336,0.2329,0.3138,few-shot,3,1,1,1.0
1971,LLAMA3.2_1B,0.2607,0.2202,0.2311,0.3272,few-shot,3,1,1,0.5
1972,LLAMA3.2_1B,0.256,0.2153,0.2309,0.3541,few-shot,3,1,1,0.2
1973,LLAMA3.2_1B,0.2875,0.2324,0.2295,0.3047,many-shot,3,1,1,0.2
1974,LLAMA3.2_1B,0.2805,0.2288,0.2221,0.2998,many-shot,3,1,1,0.0
1975,LLAMA3.2_1B,0.3739,0.3521,0.221,0.2927,many-shot,2,2,1,0.5
1976,LLAMA3.2_1B,0.2691,0.2205,0.221,0.2864,many-shot,3,1,1,0.5
1977,LLAMA3.2_1B,0.256,0.2537,0.2205,0.2923,one-shot,3,1,1,1.0
1978,LLAMA3.2_1B,0.4815,0.3503,0.2178,0.2585,zero-shot,1,2,,0.0
1979,LLAMA3.2_1B,0.2409,0.2048,0.2175,0.3509,few-shot,3,1,1,0.0
1980,LLAMA3.2_1B,0.2577,0.1989,0.2109,0.2687,many-shot,3,1,1,1.0
1981,LLAMA3.2_1B,0.3645,0.3298,0.2096,0.3026,zero-shot,1,1,,0.5
1982,LLAMA3.2_1B,0.2597,0.2424,0.2064,0.2697,one-shot,3,1,1,0.5
1983,LLAMA3.2_1B,0.3257,0.3806,0.2027,0.2418,one-shot,3,2,1,0.2
1984,LLAMA3.2_1B,0.2367,0.3249,0.184,0.3043,many-shot,1,2,1,0.2
1985,LLAMA3.2_1B,0.2469,0.2255,0.1812,0.2348,one-shot,3,1,1,0.2
1986,LLAMA3.2_1B,0.3979,0.3552,0.1799,0.2103,one-shot,3,2,1,0.0
1987,PHI3_MEDIUM,0.6412,0.1392,0.1767,0.1693,one-shot,3,1,2,0.0
1988,LLAMA3.2_1B,0.2216,0.336,0.1767,0.2746,many-shot,2,2,1,0.2
1989,LLAMA3.2_1B,0.3992,0.3292,0.1723,0.3034,zero-shot,1,1,,0.2
1990,LLAMA3,0.5579,0.1046,0.1721,0.1214,many-shot,3,1,2,0.5
1991,LLAMA3.2_1B,0.2975,0.3285,0.17,0.3156,many-shot,1,2,1,0.0
1992,PHI3_MEDIUM,0.6218,0.1317,0.165,0.165,one-shot,3,1,2,0.2
1993,LLAMA3,0.5552,0.0984,0.165,0.1193,many-shot,3,1,2,1.0
1994,LLAMA3,0.5709,0.0992,0.1642,0.1171,many-shot,3,1,2,0.2
1995,LLAMA3,0.5466,0.0977,0.1616,0.1155,many-shot,3,1,2,0.0
1996,LLAMA3.2_1B,0.2319,0.3235,0.1614,0.2978,zero-shot,1,1,,0.0
1997,LLAMA3.2_1B,0.2114,0.3284,0.1607,0.288,many-shot,2,2,1,0.0
1998,LLAMA3.2_1B,0.2323,0.2068,0.1566,0.201,one-shot,3,1,1,0.0
1999,PHI3_MEDIUM,0.4463,0.1246,0.1525,0.1596,one-shot,3,1,2,0.5
2000,PHI3_MEDIUM,0.5899,0.1172,0.1512,0.1488,one-shot,3,1,2,1.0
2001,PHI3_MEDIUM,0.2028,0.0178,0.0327,0.0231,few-shot,3,1,1,0.2
2002,PHI3_MEDIUM,0.1955,0.0178,0.0326,0.0231,many-shot,3,1,1,0.5
2003,PHI3_MEDIUM,0.1971,0.0169,0.0312,0.022,few-shot,3,1,1,1.0
2004,PHI3_MEDIUM,0.1864,0.0169,0.0311,0.022,many-shot,3,1,1,0.2
2005,PHI3_MEDIUM,0.1806,0.0161,0.0296,0.021,one-shot,3,1,1,1.0
2006,PHI3_MEDIUM,0.1863,0.0157,0.029,0.0204,many-shot,3,1,1,1.0
2007,PHI3_MEDIUM,0.1745,0.0153,0.0281,0.0199,zero-shot,3,1,,0.5
2008,PHI3_MEDIUM,0.1915,0.0149,0.0276,0.0193,few-shot,3,1,1,0.0
2009,PHI3_MEDIUM,0.1915,0.0149,0.0276,0.0193,many-shot,3,1,1,0.0
2010,PHI3_MEDIUM,0.1915,0.0149,0.0276,0.0193,zero-shot,3,1,,0.0
2011,PHI3_MEDIUM,0.1915,0.0149,0.0276,0.0193,one-shot,3,1,1,0.0
2012,PHI3_MEDIUM,0.1862,0.0145,0.0268,0.0188,zero-shot,3,1,,0.2
2013,PHI3_MEDIUM,0.1862,0.0145,0.0268,0.0188,one-shot,3,1,1,0.2
2014,PHI3_MEDIUM,0.1793,0.0136,0.0253,0.0177,zero-shot,3,1,,1.0
2015,PHI3_MEDIUM,0.1818,0.0132,0.0247,0.0172,one-shot,3,1,1,0.5
2016,PHI3_MEDIUM,0.1667,0.0116,0.0216,0.015,few-shot,3,1,1,0.5
