,Model,Precision,Recall,F1-Score,Accuracy,Method,System_Prompt,Query_Template,Examples_Method,Temperature
1769,LLAMA3.2_1B,0.1558,0.1469,0.0311,0.0504,one-shot,2,2,1,0.2
1770,LLAMA3.2_1B,0.1786,0.0167,0.0303,0.0216,one-shot,3,2,1,1.0
1771,LLAMA3.2_1B,0.1058,0.1183,0.0271,0.0432,zero-shot,3,2,,0.5
1772,LLAMA3.2_1B,0.0695,0.0918,0.026,0.0432,zero-shot,3,2,,1.0
1773,PHI3_MEDIUM,0.1429,0.011,0.0204,0.0144,few-shot,3,1,1,0.2
1774,LLAMA3.2_1B,0.1518,0.1163,0.0202,0.036,one-shot,2,2,1,0.0
1775,PHI3_MEDIUM,0.0952,0.011,0.0197,0.0144,one-shot,3,1,1,1.0
1776,LLAMA3.2_1B,0.0095,0.0857,0.0171,0.0216,zero-shot,3,2,,0.0
1777,PHI3_MEDIUM,0.1429,0.0055,0.0106,0.0072,one-shot,3,1,1,0.2
1778,PHI3_MEDIUM,0.1429,0.0055,0.0106,0.0072,few-shot,1,1,1,0.5
1779,PHI3_MEDIUM,0.0714,0.0055,0.0102,0.0072,few-shot,1,1,1,1.0
1780,PHI3_MEDIUM,0.0714,0.0055,0.0102,0.0072,many-shot,2,1,1,0.5
1781,PHI3_MEDIUM,0.0476,0.0055,0.0099,0.0072,few-shot,3,1,1,0.5
1782,LLAMA3.2_1B,0.0031,0.0286,0.0056,0.0072,zero-shot,3,2,,0.2
1783,LLAMA3.2_1B,0.0714,0.002,0.0039,0.0072,one-shot,3,2,1,0.5
1784,LLAMA3.2_1B,0.0,0.0,0.0,0.0,one-shot,3,2,1,0.0
1785,PHI3_MEDIUM,0.0,0.0,0.0,0.0,zero-shot,2,1,,1.0
1786,PHI3_MEDIUM,0.0,0.0,0.0,0.0,zero-shot,3,1,,1.0
1787,PHI3_MEDIUM,0.0,0.0,0.0,0.0,one-shot,1,1,1,0.5
1788,PHI3_MEDIUM,0.0,0.0,0.0,0.0,zero-shot,1,1,,1.0
1789,LLAMA3.2_1B,0.0,0.0,0.0,0.0,one-shot,3,2,1,0.2
1790,PHI3_MEDIUM,0.0,0.0,0.0,0.0,many-shot,1,1,1,0.5
1791,LLAMA3.2_1B,0.0,0.0,0.0,0.0,one-shot,1,2,1,0.0
1792,PHI3_MEDIUM,0.0,0.0,0.0,0.0,zero-shot,2,1,,0.5
1793,PHI3_MEDIUM,0.0,0.0,0.0,0.0,zero-shot,3,1,,0.5
1794,PHI3_MEDIUM,0.0,0.0,0.0,0.0,many-shot,3,1,1,0.5
1795,PHI3_MEDIUM,0.0,0.0,0.0,0.0,one-shot,1,1,1,1.0
1796,PHI3_MEDIUM,,,,,few-shot,1,1,1,0.0
1797,PHI3_MEDIUM,,,,,few-shot,2,1,1,1.0
1798,PHI3_MEDIUM,,,,,few-shot,2,1,1,0.0
1799,PHI3_MEDIUM,,,,,few-shot,3,1,1,0.0
1800,PHI3_MEDIUM,,,,,few-shot,2,1,1,0.2
1801,PHI3_MEDIUM,,,,,few-shot,1,1,1,0.2
1802,PHI3_MEDIUM,,,,,few-shot,2,1,1,0.5
1803,PHI3_MEDIUM,,,,,one-shot,2,1,1,1.0
1804,PHI3_MEDIUM,,,,,one-shot,2,1,1,0.0
1805,PHI3_MEDIUM,,,,,one-shot,3,1,1,0.0
1806,PHI3_MEDIUM,,,,,one-shot,1,1,1,0.0
1807,PHI3_MEDIUM,,,,,one-shot,1,1,1,0.2
1808,PHI3_MEDIUM,,,,,one-shot,2,1,1,0.2
1809,PHI3_MEDIUM,,,,,one-shot,3,1,1,0.5
1810,PHI3_MEDIUM,,,,,zero-shot,3,1,,0.0
1811,PHI3_MEDIUM,,,,,zero-shot,1,1,,0.5
1812,PHI3_MEDIUM,,,,,zero-shot,3,1,,0.2
1813,PHI3_MEDIUM,,,,,zero-shot,2,1,,0.2
1814,PHI3_MEDIUM,,,,,zero-shot,2,1,,0.0
1815,PHI3_MEDIUM,,,,,zero-shot,1,1,,0.0
1816,PHI3_MEDIUM,,,,,zero-shot,1,1,,0.2
1817,PHI3_MEDIUM,,,,,many-shot,2,1,1,0.2
1818,PHI3_MEDIUM,,,,,many-shot,3,1,1,0.2
1819,PHI3_MEDIUM,,,,,many-shot,1,1,1,0.2
1820,PHI3_MEDIUM,,,,,many-shot,1,1,1,1.0
1821,PHI3_MEDIUM,,,,,many-shot,1,1,1,0.0
1822,PHI3_MEDIUM,,,,,many-shot,2,1,1,0.0
1823,PHI3_MEDIUM,,,,,many-shot,3,1,1,0.0
1824,PHI3_MEDIUM,,,,,many-shot,3,1,1,1.0
